ScripCode,ScripId,BSE Exclusive,Status,GroupName,GSM,Unsolicited_SMS,Long_Term_Additional_Surveillance_Measure (Long Term ASM),Insolvency_Resolution_Process(IRP),Short_Term_Additional_Surveillance_Measure (Short Term ASM),Default,ICA,Pledge
531254,OPTIFIN,Y,A,X,100,100,100,100,100,100,100,100
531253,INDGELA,Y,A,X,100,100,100,100,100,100,100,100
531252,ANERI,Y,A,XT,0,100,100,100,100,100,100,100
531247,ALPHA,Y,S,XT,100,100,100,100,100,100,100,100
531246,PRIMAIN,Y,A,XT,100,100,100,100,100,100,100,100
531241,LINCPENQ,N,A,B,100,100,100,100,100,100,100,100
531240,SHAMROIN,Y,S,X,100,100,100,100,100,100,100,100
531237,DHRUVCA,Y,A,X,100,100,100,100,100,100,100,100
531235,CITIPOR,Y,A,XT,0,100,100,100,100,100,100,100
531234,SCOOBEEDAY,Y,A,X,100,100,100,100,100,100,100,100
531233,RASIELEC,Y,A,X,100,100,100,100,100,100,100,100
531228,RANDER,Y,A,XT,100,100,100,100,100,100,100,100
531227,DECOMIC,Y,A,P,100,100,100,100,100,100,100,100
531225,XTGLOBAL,Y,A,X,100,100,100,100,100,100,100,100
531223,ANJANI,Y,A,X,100,100,100,100,100,100,100,100
531221,MAYURFL,Y,A,XT,0,100,100,100,100,100,100,100
531219,SHYAMAINFO,Y,S,P,6,100,100,100,100,100,100,100
531216,COMFINTE,Y,A,X,100,100,100,100,100,100,100,100
531215,RTSPOWR,Y,A,X,100,100,100,100,100,100,100,100
531213,MANAPPURAM,N,A,A,100,100,100,100,100,100,100,100
531212,NLFL,Y,A,X,100,100,100,100,100,100,100,100
531211,WELLNESS,Y,A,P,100,100,100,100,100,100,100,100
531210,COLINZ,Y,A,XT,100,100,100,100,100,100,100,100
531209,NUCLEUS,N,A,A,100,100,100,100,100,100,100,100
531207,RAYLA,Y,S,XT,0,100,100,100,100,100,100,100
531206,KWALITYCL,Y,S,XT,100,100,100,100,100,100,100,100
531205,KANSAFB,Y,A,P,100,100,100,100,100,100,100,100
531203,BRANDREAL,Y,A,X,0,100,100,100,100,100,100,100
531201,SHILCTECH,Y,A,X,100,100,100,100,100,100,100,100
531200,MAPLLEINF,Y,S,P,100,100,100,100,100,100,100,100
531199,GLANCE,Y,A,X,100,100,100,100,100,100,100,100
531198,DHANADACO,Y,S,XT,1,100,100,100,100,100,100,100
531196,GAGANPO,Y,A,XT,1,100,100,100,100,100,100,100
531192,MIDINFRA,Y,A,Z,100,100,100,100,100,100,100,100
531191,FILTRON,Y,S,Z,100,100,100,100,100,100,100,100
531190,TAVERNIER,Y,A,XT,0,100,100,100,100,100,100,100
531179,ARMANFIN,N,A,A,100,100,100,100,100,100,100,100
531178,HEMANG,Y,A,X,0,100,100,100,100,100,100,100
531176,MEFCOMCAP,Y,A,X,100,100,100,100,1,100,100,100
531175,BLSINFOTE,Y,S,XT,1,100,100,100,100,100,100,100
531173,SYSCHEM,Y,A,XT,100,100,100,100,100,100,100,100
531172,PRANAVSP,Y,A,X,100,100,100,100,100,100,100,100
531171,DEVIKA,Y,S,X,100,100,100,100,100,100,100,100
531169,SKPSEC,Y,A,X,100,100,100,100,100,100,100,100
531168,ASSOCER,Y,S,Z,100,100,100,100,100,100,100,100
531164,LADIAMO,Y,A,P,0,100,100,100,100,100,100,100
531163,KEMISTAR,Y,A,X,100,100,1,100,100,100,100,100
531162,EMAMILTD,N,A,A,100,100,100,100,100,100,100,100
531161,ABMKNO,Y,A,X,100,100,100,100,100,100,100,100
531160,SAUMYACAP,Y,S,Z,100,100,100,100,100,100,100,100
531158,CATVISION,Y,A,XT,100,100,100,100,100,100,100,100
531157,ORGCOAT,Y,A,X,0,100,100,100,100,100,100,100
531156,ALFAVIO,Y,A,X,100,100,100,100,100,100,100,100
531155,EPSOMPRO,Y,A,X,0,100,100,100,100,100,100,100
531153,DILIGENT,Y,A,XT,100,100,100,100,100,100,100,100
531148,ENCHANTE,Y,S,X,100,100,100,100,100,100,100,100
531147,ALICON,N,A,B,100,100,100,100,100,100,100,100
531146,MEDICAMEQ,N,A,B,100,100,100,100,100,100,100,100
531144,ELFORGE,Y,S,Z,100,100,100,100,100,100,100,100
531137,GEMSI,Y,A,X,100,100,100,100,100,100,100,100
531130,MODIHOOV,Y,S,X,100,100,100,100,100,100,100,100
531129,INANI,Y,A,X,100,100,100,100,100,100,100,100
531127,MENAMANI,Y,A,X,0,100,100,100,100,100,100,100
531126,VIRTUALS,Y,A,XT,0,100,100,100,100,100,100,100
531120,PATELENG,N,A,A,100,100,100,100,100,100,100,100
531119,CEENIK,Y,A,XT,100,100,1,100,100,100,100,100
531112,BALUFORGE,Y,A,X,100,100,100,100,100,100,100,100
531111,GOTHIPL,Y,A,P,100,100,100,100,100,100,100,100
531109,ISHANCH,Y,A,X,100,100,100,100,100,100,100,100
531105,SCANORG,Y,S,Y,100,100,100,100,100,100,100,100
531099,RUBRAME,Y,A,XT,0,100,100,100,100,100,100,100
531092,OMINFRAL,N,A,B,100,100,100,100,100,100,100,100
531091,UNITDCR,Y,A,X,100,100,100,100,100,100,100,100
531088,TULIPSTA,Y,S,Z,100,100,100,100,100,100,100,100
531085,LAKHANI,Y,S,X,100,100,100,100,100,100,100,100
531083,NIHARINF,Y,A,XT,100,100,100,100,100,100,100,100
531082,ALANKIT,N,A,B,100,100,100,100,100,100,100,100
531080,SHRIKRISH,Y,A,X,100,100,100,100,100,100,100,100
531069,VIJSOLX,Y,A,XT,100,100,100,100,100,100,100,100
531067,CONTILI,Y,A,X,100,100,100,100,1,100,100,100
531065,OSWALOR,Y,A,XT,100,100,100,100,100,100,100,100
531055,GFLFIN,Y,S,Z,100,100,100,100,100,100,100,100
531051,VINTAGES,Y,A,X,0,100,100,100,100,100,100,100
531049,NEELKAN,Y,A,Z,100,100,100,100,100,100,100,100
531047,ADVPOWER,Y,S,Z,100,100,100,0,100,100,100,100
531043,ZDHJERK,Y,A,XT,2,100,100,100,100,100,100,100
531041,COMPEAU,Y,A,X,100,100,100,100,100,100,100,100
531039,MSECURI,Y,S,Y,100,100,100,100,100,100,100,100
531035,JRELTD,Y,A,P,0,100,100,100,100,100,100,100
531033,REGAL,Y,S,XT,3,100,100,100,100,100,100,100
531029,BHATEXT,Y,S,P,100,100,100,100,100,100,100,100
531027,LIBORD,Y,A,X,0,100,100,100,100,100,100,100
531025,VISAGAR,Y,A,X,100,100,100,100,100,100,100,100
531017,ARISE,Y,A,X,100,100,100,100,100,100,100,100
531015,VENMAX,Y,S,Z,100,100,100,100,100,100,100,100
531013,SUNGRAN,Y,S,XT,100,100,100,100,100,100,100,100
531011,EMKAR,Y,S,Z,100,100,100,100,100,100,100,100
531003,SWRNASE,Y,A,X,100,100,100,100,100,100,100,100
530999,BALAMINES,N,A,A,100,100,1,100,100,100,100,100
530997,UNIQUEO,Y,A,X,100,100,100,100,100,100,100,100
530993,SARTHAKGL,Y,A,XT,100,100,100,100,100,100,100,100
530991,ROOPAIND,Y,A,X,100,100,100,100,100,100,100,100
530985,JPTSEC,Y,A,XT,0,100,100,100,100,100,100,100
530979,INDIAHOME,Y,A,X,100,100,100,100,100,100,100,100
530977,SKCIL,Y,A,X,100,100,100,100,100,100,100,100
530973,ALFAICA,Y,A,XT,100,100,100,100,100,100,100,100
530971,NIMBUSI,Y,S,Z,100,100,100,100,100,100,100,100
530965,IOC,N,A,A,100,100,100,100,100,100,100,100
530961,VIKASECO,N,A,B,100,100,100,100,100,100,100,100
530959,DIANATEA,Y,A,X,100,100,100,100,100,100,100,100
530955,MINDVISCAP,Y,S,Z,100,100,100,100,100,100,100,100
530953,SUNILAGR,Y,A,XT,100,100,100,100,100,100,100,100
530951,RAMINFO,Y,A,X,100,100,100,100,100,100,100,100
530945,GISL,Y,S,Z,6,100,100,100,100,100,100,100
530943,SABTN,N,A,T,2,100,100,0,100,100,100,100
530931,STANPACK,Y,A,X,1,100,100,100,100,100,100,100
530929,EUROASIA,Y,A,P,0,100,100,100,100,100,100,100
530927,HARAFIN,Y,A,ZY,100,100,100,100,100,100,100,100
530925,RAMSONS,Y,A,XT,100,100,100,100,100,100,100,100
530921,INTETHR,Y,S,ZP,0,100,100,100,100,100,100,100
530919,REMSONSIND,N,A,B,100,100,100,100,100,100,100,100
530917,RRSECUR,Y,A,P,100,100,100,100,100,100,100,100
530915,JRFOODS,Y,A,XT,0,100,100,100,100,100,100,100
530909,ERPSOFT,Y,A,XT,100,100,100,100,100,100,100,100
530907,SICAPIT,Y,A,P,0,100,100,100,100,100,100,100
530905,SAINDUS,Y,A,P,0,100,100,100,100,100,100,100
530901,ACIL,Y,S,Z,6,100,100,100,100,100,100,100
530899,ASIAPAK,Y,A,X,100,100,100,100,100,100,100,100
530897,NGIND,Y,A,X,100,100,100,100,100,100,100,100
530891,RKB,Y,S,X,100,100,100,100,100,100,100,100
530889,ALKA,Y,A,XT,100,100,100,100,100,100,100,100
530885,FIVECORE,Y,S,Z,100,100,100,100,100,100,100,100
530883,SUCROSA,Y,A,X,100,100,100,100,100,100,100,100
530881,ABVL,Y,A,XT,0,100,100,100,100,100,100,100
530879,CIFL,Y,A,X,100,100,100,100,100,100,100,100
530871,CHEMBOND,N,A,B,100,100,100,100,100,100,100,100
530867,SFLINTER,Y,S,Z,100,100,100,100,100,100,100,100
530859,COSBOARD,Y,S,Z,100,100,100,0,100,100,100,100
530855,GDLLEAS,Y,A,XT,0,100,100,100,100,100,100,100
530853,HIPOLIN,Y,S,XT,3,100,100,100,100,100,100,100
530845,SUNSHIEL,Y,A,X,100,100,100,100,100,100,100,100
530843,CUPID,N,A,B,100,100,100,100,100,100,100,100
530841,SHRIBCL,Y,A,P,0,100,100,100,100,100,100,100
530839,CLIOINFO,Y,A,XT,100,100,100,100,100,100,100,100
530829,CILSEC,Y,A,X,100,100,100,100,100,100,100,100
530825,DAIKAFFI,Y,A,X,100,100,100,100,100,100,100,100
530821,SSPDL,Y,A,X,0,100,100,100,100,100,100,100
530815,REFNOL,Y,A,X,100,100,1,100,100,100,100,100
530813,KRBL,N,A,A,100,100,100,100,100,100,100,100
530809,BNRUDY,Y,A,X,100,100,100,100,100,100,100,100
530807,REGALIAA,Y,S,Z,100,100,100,100,100,100,100,100
530805,OIVL,Y,A,X,100,100,100,100,100,100,100,100
530803,BHAGIL,N,A,B,100,100,100,100,100,100,100,100
530801,DIAMOND,Y,S,Z,100,100,100,100,100,100,100,100
530799,ANNAINFRA,Y,A,X,100,100,100,100,100,100,100,100
530797,SHGANEL,Y,A,XT,100,100,100,100,100,100,100,100
530795,SUNCITYSY,Y,A,XT,2,100,100,100,100,100,100,100
530789,CEEJAY,Y,A,X,100,100,100,100,100,100,100,100
530787,INLANPR,Y,A,XT,2,100,100,100,100,100,100,100
530783,TRANSASIA,Y,S,XT,0,100,100,100,100,100,100,100
530781,INTERHG,Y,S,ZP,100,100,100,100,100,100,100,100
530779,DYNAMICP,Y,A,XT,100,100,100,100,100,100,100,100
530777,INFRAIND,Y,A,Z,0,100,100,0,100,100,100,100
530773,IVRCLINFRA,N,S,B,100,100,100,0,100,100,100,100
530771,KLGCAP,Y,A,XT,0,100,100,100,100,100,100,100
530769,VENUSUNI,Y,S,XT,6,100,100,100,100,100,100,100
530765,DEVKI,Y,S,XT,4,100,100,100,100,100,100,100
530763,SUNBRIGHT,Y,S,XT,6,100,100,100,100,100,100,100
530759,STERTOOLS,N,A,B,100,100,100,100,100,100,100,100
530757,SHENTRA,Y,S,Y,100,100,100,100,100,100,100,100
530755,CORNE,Y,A,XT,0,100,100,100,100,100,100,100
530747,INDOASIAF,Y,A,XT,1,100,100,100,100,100,100,100
530745,LNIND,Y,S,Z,6,100,100,100,100,100,100,100
530741,OVOBELE,Y,A,P,100,100,100,100,100,100,100,100
530735,SUPERBAK,Y,A,X,100,100,100,100,100,100,100,100
530733,NOVAPUB,Y,A,X,0,100,100,100,100,100,100,100
530723,ASITCFIN,Y,A,X,100,100,100,100,1,100,100,100
530715,ALPSINDUS,N,A,T,0,100,100,100,100,100,100,100
530713,AJEL,Y,A,Z,100,100,100,100,100,100,100,100
530711,JAGANLAM,Y,A,X,100,100,100,100,100,100,100,100
530709,GOWRALE,Y,A,XT,100,100,100,100,100,100,100,100
530705,FLORATX,Y,A,P,100,100,100,100,100,100,100,100
530703,INFODRIVE,Y,S,XT,100,100,100,0,100,100,100,100
530701,KDJHRL,Y,S,Z,100,100,100,0,100,100,100,100
530699,RAJRAYON,N,S,Z,2,100,100,0,100,100,100,100
530697,ZENLABS,Y,A,X,100,100,100,100,100,100,100,100
530695,PRIMEPRO,Y,A,X,100,100,1,100,100,100,100,100
530689,LYKISLTD,Y,A,X,0,100,100,100,100,100,100,100
530683,PITHP,Y,A,P,0,100,100,100,100,100,100,100
530677,SUPREME,Y,A,X,100,100,100,100,1,100,100,100
530675,YORKEXP,Y,A,XT,100,100,100,100,100,100,100,100
530669,PRESOFI,Y,A,XT,1,100,100,100,100,100,100,100
530667,SRINANDAA,Y,S,P,100,100,100,100,100,100,100,100
530665,ZENITHHE,Y,A,XT,0,100,100,100,100,100,100,100
530663,GOYALASS,Y,A,X,0,100,100,100,100,100,100,100
530657,GLOBSEC,Y,S,XT,100,100,100,100,100,100,100,100
530655,GOODLUCK,N,A,B,100,100,1,100,100,100,100,100
530643,ECORECO,Y,A,X,100,100,100,100,100,100,100,100
530635,TEXPI,Y,S,Z,100,100,100,100,100,100,100,100
530627,VIPULORG,Y,A,X,100,100,100,100,100,100,100,100
530621,AAIL,Y,A,X,100,100,100,100,100,100,100,100
530617,SAMPRE,Y,A,XT,100,100,100,100,100,100,100,100
530615,GARGFUR,Y,A,XT,0,100,100,100,100,100,100,100
530611,STURDY,Y,A,XT,1,100,100,100,100,100,100,100
530609,CARNATIN,Y,A,X,0,100,100,100,100,100,100,100
530605,GSLNOVA,Y,S,Z,3,100,100,0,100,100,100,100
530601,JAGSONFI,Y,A,XT,1,100,100,100,100,100,100,100
530595,TELECANOR,Y,A,XT,100,100,100,100,100,100,100,100
530589,PRIMAPLA,Y,A,X,100,100,100,100,100,100,100,100
530585,SWASTIKA,Y,A,X,100,100,100,100,100,100,100,100
530581,EKAMLEA,Y,A,X,100,100,100,100,100,100,100,100
530579,UYFINCORP,Y,A,X,100,100,100,100,100,100,100,100
530577,LADDERUP,Y,A,X,100,100,100,100,100,100,100,100
530571,EXPLICITFIN,Y,A,X,100,100,100,100,100,100,100,100
530565,SSLFINANCE,Y,A,XT,1,100,100,100,100,100,100,100
530561,RADGLOBAL,Y,S,X,100,100,100,100,100,100,100,100
530557,NCLRESE,Y,A,XT,100,100,100,100,100,100,100,100
530555,PARACABLES,N,A,B,100,100,100,100,100,100,100,100
530549,SHILPAMED,N,A,A,100,100,100,100,100,100,100,100
530547,KENFIN,Y,S,Z,100,100,100,100,100,100,100,100
530545,COSCO,Y,A,X,100,100,100,100,100,100,100,100
530543,MARG,Y,S,Z,100,100,100,100,100,100,100,100
530537,MANRAJH,Y,A,Z,0,100,100,100,100,100,100,100
530533,TERAI,Y,A,X,100,100,100,100,100,100,100,100
530525,SHEETAL,Y,A,XT,100,100,100,100,100,100,100,100
530521,VIRAT,Y,A,X,100,100,100,100,100,100,100,100
530519,INTERFAC,Y,S,XT,6,100,100,100,100,100,100,100
530517,RELAXO,N,A,A,100,100,100,100,100,100,100,100
530499,AKCAPIT,Y,A,X,100,100,100,100,100,100,100,100
530495,STRATMONT,Y,A,Z,100,100,100,100,100,100,100,100
530479,ATLINFRA,Y,S,X,100,100,100,100,100,100,100,100
530477,VIKRAMTH,Y,A,X,100,100,100,100,100,100,100,100
530475,TINNARUBR,Y,A,X,100,100,100,100,1,100,100,100
530469,GSLSEC,Y,A,X,0,100,100,100,100,100,100,100
530467,GUJCYPROM,N,S,Z,100,100,100,100,100,100,100,100
530461,SABOOSOD,Y,A,XT,100,100,100,100,100,100,100,100
530459,VALSONQ,Y,A,X,100,100,100,100,100,100,100,100
530457,CINERAD,Y,S,XT,3,100,100,100,100,100,100,100
530449,RUNGTAIR,Y,A,XT,100,100,100,100,100,100,100,100
530445,SUMERUIND,Y,A,XT,100,100,100,100,100,100,100,100
530443,KIRANSY-B,Y,S,XT,3,100,100,100,100,100,100,100
530441,MAHAN,Y,S,Z,100,100,100,100,100,100,100,100
530439,SIDDHA,Y,A,X,100,100,100,100,2,100,100,100
530433,SHIVAAGRO,Y,A,X,100,100,100,100,100,100,100,100
530431,ADORFO,Y,A,X,100,100,100,100,100,100,100,100
530429,ASHISHPO,Y,A,X,100,100,100,100,1,100,100,100
530427,CHOKSI,Y,A,XT,100,100,100,100,100,100,100,100
530423,CRBSHAR,Y,S,Y,100,100,100,0,100,100,100,100
530421,KUWERIN,Y,A,XT,100,100,100,100,100,100,100,100
530419,SUMEDHA,Y,A,X,100,100,100,100,100,100,100,100
530417,CHIPLUN,Y,S,Z,100,100,100,100,100,100,100,100
530413,ASIANVE,Y,S,XT,100,100,100,100,100,100,100,100
530407,EPIC,Y,A,XT,0,100,100,100,100,100,100,100
530405,JINDCAP,Y,A,X,100,100,100,100,100,100,100,100
530403,VALLABH,Y,S,Z,100,100,100,100,100,100,100,100
530401,VINYOFL,Y,A,XT,100,100,100,100,100,100,100,100
530393,DBSTOCKBRO,N,A,B,100,100,100,100,100,100,100,100
530391,DOTCOM,Y,S,Z,100,100,100,100,100,100,100,100
530389,GEEFC,Y,S,Z,3,100,100,100,100,100,100,100
530377,NILA,N,A,T,100,100,100,100,100,100,100,100
530369,VAMSHIRU,Y,A,X,100,100,1,100,100,100,100,100
530367,NRBBEARING,N,A,A,100,100,100,100,100,100,100,100
530365,ORIENTBELL,N,A,B,100,100,100,100,100,100,100,100
530363,UGARSUGAR,N,A,B,100,100,100,100,100,100,100,100
530361,SEAGOLD,Y,A,P,0,100,100,100,100,100,100,100
530357,KBSINDIA,Y,A,X,100,100,1,100,100,100,100,100
530355,ASIANENE,Y,A,X,100,100,100,100,100,100,100,100
530347,MAGNUML,Y,S,Z,100,100,100,100,100,100,100,100
530343,GENUSPOWER,N,A,B,100,100,100,100,100,100,100,100
530341,MUKESHB,Y,A,X,100,100,100,100,100,100,100,100
530335,JCLLITD,Y,S,Y,100,100,100,100,100,100,100,100
530333,EMGEECA,Y,S,ZP,100,100,100,0,100,100,100,100
530331,PREMCO,Y,A,X,100,100,100,100,100,100,100,100
530317,GODAVARI,Y,A,X,100,100,100,100,100,100,100,100
530315,HINDTIN,Y,A,X,100,100,100,100,100,100,100,100
530313,KIMIABL,Y,A,X,100,100,100,100,100,100,100,100
530309,CHANDRAP,Y,A,X,100,100,100,100,100,100,100,100
530307,CHAMANSEQ,N,A,B,100,100,100,100,100,100,100,100
530305,PICCADIL,Y,A,X,100,100,100,100,100,100,100,100
530299,KOTHARIPRO,N,A,B,100,100,100,100,100,100,100,100
530295,SHRAJOI,Y,S,P,100,100,100,100,100,100,100,100
530291,PAOS,Y,A,X,0,100,100,100,100,100,100,100
530289,SPCAPIT,Y,A,X,100,100,100,100,100,100,100,100
530281,QUANTDIA,Y,S,XT,3,100,100,100,100,100,100,100
530271,RICHUNV,Y,A,XT,100,100,100,100,100,100,100,100
530267,SABOOBR,Y,A,XT,100,100,100,100,100,100,100,100
530265,SAINIK,Y,A,XT,100,100,100,100,100,100,100,100
530263,GLOBALCA,Y,A,Z,100,100,100,100,100,100,100,100
530261,ARCUTTIP,Y,S,Z,100,100,100,100,100,100,100,100
530259,INTSTOIL,Y,A,X,100,100,100,100,1,100,100,100
530255,KAYPOWR,Y,A,X,100,100,100,100,100,100,100,100
530253,RAJTUBE,Y,A,X,100,100,100,100,2,100,100,100
530251,RISAINTL,Y,S,XT,100,100,100,100,100,100,100,100
530249,BRIDGESE,Y,A,XT,100,100,100,100,100,100,100,100
530245,ARYAMAN,Y,A,X,100,100,100,100,100,100,100,100
530243,MANGASOF,Y,S,Z,100,100,100,0,100,100,100,100
530239,SUVEN,N,A,A,100,100,100,100,100,100,100,100
530235,KJMCFIN,Y,A,X,100,100,100,100,100,100,100,100
530233,AUROLAB,Y,A,X,100,100,100,100,100,100,100,100
530231,SUBSM,Y,A,XT,100,100,100,100,100,100,100,100
530219,NUTRICIRCLE,Y,A,X,0,100,100,100,100,100,100,100
530217,SWOEF,Y,S,X,100,100,100,100,100,100,100,100
530215,KINGSINFR,Y,A,X,100,100,100,100,100,100,100,100
530213,FORINTL,Y,A,XT,100,100,100,100,100,100,100,100
530207,BRAWN,Y,A,XT,0,100,100,100,100,100,100,100
530201,KALLAM,Y,A,X,100,100,100,100,100,100,100,100
530199,THEMISMED,N,A,T,100,100,4,100,100,100,100,100
530197,FUNDVISER,Y,A,XT,100,100,100,100,100,100,100,100
530191,CHROMATIC,N,S,Z,100,100,100,100,100,100,100,100
530187,ATHARVENT,Y,A,XT,0,100,100,100,100,100,100,100
530185,SURATEX,Y,A,X,100,100,100,100,100,100,100,100
530179,RSCINT,Y,A,XT,0,100,100,100,100,100,100,100
530177,SPSINT,Y,A,X,0,100,100,100,100,100,100,100
530175,ODYSSEY,Y,A,X,100,100,100,100,1,100,100,100
530173,OSCARGLO,Y,A,XT,1,100,100,100,100,100,100,100
530171,DAULAT,Y,A,X,100,100,100,100,100,100,100,100
530169,MOHITPPR,Y,A,XT,100,100,100,100,100,100,100,100
530167,MONGIPA,Y,A,XT,100,100,100,100,100,100,100,100
530163,KERALAYUR,Y,A,X,100,100,100,100,100,100,100,100
530161,GARODCH,Y,A,P,0,100,100,100,100,100,100,100
530151,VIJAYTX,Y,A,X,100,100,100,100,100,100,100,100
530149,KSLIND,Y,S,XT,100,100,100,0,100,100,100,100
530145,KISAN,Y,A,X,100,100,100,100,100,100,100,100
530141,GYANDEV,Y,A,XT,0,100,100,100,100,100,100,100
530139,KREONFIN,Y,A,XT,100,100,100,100,100,100,100,100
530135,OPTIEMUS,N,A,B,100,100,1,100,100,100,100,100
530133,AMCOIND,Y,A,X,100,100,100,100,1,100,100,100
530131,UDAICEMENT,Y,A,X,100,100,100,100,100,100,100,100
530129,NILE,Y,A,X,100,100,100,100,100,100,100,100
530127,NPRFIN,Y,A,X,100,100,100,100,100,100,100,100
530125,SAMRATPH,Y,A,X,100,100,100,100,100,100,100,100
530119,NATRAJPR,Y,A,XT,100,100,100,100,100,100,100,100
530117,PRIVISCL,N,A,A,100,100,1,100,100,100,100,100
530111,RAJPACK,Y,A,X,100,100,100,100,100,100,100,100
530109,ANUPAM,Y,A,XT,100,100,100,100,100,100,100,100
530095,PRADHIN,Y,A,X,0,100,100,100,100,100,100,100
530093,ACEEDU,Y,S,Z,0,100,100,100,100,100,100,100
530091,ZYDEN,Y,S,XT,100,100,100,100,100,100,100,100
530079,FAZE3Q,Y,A,X,100,100,1,100,100,100,100,100
530077,FRSHTRP,Y,A,X,100,100,100,100,100,100,100,100
530075,SELAN,N,A,B,100,100,100,100,100,100,100,100
530073,SANGHVIMOV,N,A,B,100,100,100,100,1,100,100,100
530071,PARSOLI,Y,S,X,100,100,100,100,100,100,100,100
530067,CSLFINANCE,Y,A,X,100,100,100,100,100,100,100,100
530065,LORDSHOTL,Y,A,XT,0,100,100,100,100,100,100,100
530063,YASHRAJC,Y,A,X,100,100,100,100,100,100,100,100
530057,VIVANZA,Y,S,XT,3,100,100,100,100,100,100,100
530055,HRMNYCP,Y,A,X,0,100,100,100,100,100,100,100
530053,REALECO,Y,A,XT,0,100,100,100,100,100,100,100
530049,JJEXPO,Y,S,Z,100,100,100,100,100,100,100,100
530047,MOHOTAIND,N,A,B,100,100,100,100,100,100,100,100
530045,TITANSEC,Y,A,X,100,100,100,100,100,100,100,100
530043,ACKNIT,Y,A,X,100,100,100,100,100,100,100,100
530039,LORDSCH,Y,S,X,100,100,100,100,100,100,100,100
530037,SREEJAYA,Y,A,XT,1,100,100,100,100,100,100,100
530035,SANTOSHF,Y,A,XT,0,100,100,100,100,100,100,100
530027,AADIIND,Y,A,XT,100,100,100,100,100,100,100,100
530025,SAMYAKINT,Y,A,XT,100,100,100,100,100,100,100,100
530023,THEINVEST,N,A,B,100,100,100,100,100,100,100,100
530019,JUBLPHARMA,N,A,A,100,100,100,100,100,100,100,100
530017,SIL,N,A,T,100,100,100,100,100,100,100,100
530011,MANGCHEFER,N,A,B,100,100,100,100,100,100,100,100
530007,JKTYRE,N,A,A,100,100,100,100,100,100,100,100
530005,INDIACEM,N,A,A,100,100,100,100,100,100,100,100
530001,GUJALKALI,N,A,A,100,100,100,100,100,100,100,100
527007,ATCOM,N,S,B,100,100,100,100,100,100,100,100
527005,SHREEPAC,Y,A,XT,0,100,100,100,100,100,100,100
527001,ASHAPURMIN,N,A,B,100,100,100,100,100,100,100,100
526987,URJAGLOBA,N,A,B,100,100,1,100,100,100,100,100
526983,ASHOKRE,Y,A,P,100,100,100,100,100,100,100,100
526981,SHBAJRG,Y,A,X,100,100,100,100,100,100,100,100
526977,CRIMSON,Y,A,P,100,100,100,100,100,100,100,100
526971,DHOOTIN,Y,A,X,100,100,100,100,100,100,100,100
526967,HEERAISP,Y,A,Z,0,100,100,100,100,100,100,100
526965,GUJCRAFT,Y,A,X,100,100,100,100,1,100,100,100
526961,TRANSFIN,Y,A,XT,100,100,100,100,100,100,100,100
526959,WOODSVILA,Y,A,XT,0,100,100,100,100,100,100,100
526957,UDL,Y,S,Z,100,100,100,100,100,100,100,100
526953,VENUSREM,N,A,B,100,100,100,100,100,100,100,100
526951,STYLAMIND,N,A,B,100,100,100,100,100,100,100,100
526947,LAOPALA,N,A,A,100,100,100,100,100,100,100,100
526945,TYROON,Y,A,X,100,100,100,100,1,100,100,100
526941,VAICC,Y,S,ZP,100,100,100,100,100,100,100,100
526935,ARUNIS,Y,A,XT,100,100,100,100,100,100,100,100
526931,HRYNSHP,Y,A,X,100,100,100,100,100,100,100,100
526927,DION,Y,S,Z,100,100,100,0,100,100,100,100
526925,BOBSHELL,Y,S,X,100,100,100,100,100,100,100,100
526921,21STCENMGM,N,A,B,100,100,100,100,100,100,100,100
526917,CHDDLTD,Y,S,Z,100,100,100,100,100,100,100,100
526905,PADMAIND,Y,A,X,0,100,100,100,100,100,100,100
526901,SONALAD,Y,A,XT,1,100,100,100,100,100,100,100
526899,HFIL,Y,A,X,100,100,100,100,100,100,100,100
526891,MKTCREAT,Y,A,X,0,100,100,100,100,100,100,100
526887,INDOCRED,Y,S,XT,3,100,100,100,100,100,100,100
526885,SARLAPOLY,N,A,B,100,100,1,100,100,100,100,100
526883,SHIKHAR,Y,S,X,100,100,100,100,100,100,100,100
526881,63MOONS,N,A,B,100,100,100,100,100,100,100,100
526877,SIDDHEGA,Y,A,XT,100,100,100,100,100,100,100,100
526873,RAJGASES,Y,A,X,0,100,100,100,100,100,100,100
526871,INTECCAP,Y,A,X,100,100,100,100,100,100,100,100
526869,KUMPFIN,Y,S,XT,3,100,100,100,100,100,100,100
526865,JAINCO,Y,A,XT,100,100,100,100,100,100,100,100
526861,RISHILASE,Y,A,X,100,100,100,100,100,100,100,100
526859,ISFL,Y,A,XT,100,100,1,100,100,100,100,100
526853,BI,Y,A,X,100,100,100,100,100,100,100,100
526851,AREXMIS,Y,A,X,100,100,100,100,100,100,100,100
526849,BANARBEADS,N,A,B,100,100,100,100,100,100,100,100
526847,ASHSI,Y,A,X,100,100,100,100,100,100,100,100
526843,ATLANTADEV,Y,S,Z,100,100,100,100,100,100,100,100
526841,SHAKTIPR,Y,S,Z,100,100,100,100,100,100,100,100
526839,SIPL,Y,A,X,100,100,100,100,100,100,100,100
526833,RACCL,Y,S,P,100,100,100,100,100,100,100,100
526829,CONFIPET,N,A,B,100,100,100,100,100,100,100,100
526827,SPICEISL,Y,A,XT,0,100,100,100,100,100,100,100
